housing_type,available_time,experience,has_children,has_other_pets,species,age,size,energy_level,good_with_children,good_with_pets,compatibility_score
0,6.46837228926381,1,0,1,1,1.5659453397380951,0,9.205229776060852,1,0,29.127041120699936
2,6.249797483760352,2,1,0,0,11.123401360995068,0,3.5963848175598176,0,0,61.13609663908997
2,6.383505774204318,0,1,1,0,12.782302567796064,0,7.798295061830442,0,0,2.8983437771601253
2,3.071456481042115,0,1,0,0,4.228260315518082,1,9.213177640914573,1,1,61.83549156405653
2,8.596795850803328,1,0,0,0,14.90440253383036,2,2.60926465717605,1,0,100.0
2,9.59472182955412,2,0,1,1,12.925267540814549,2,8.302956496029397,0,1,100.0
0,2.1771251297815155,2,1,1,0,18.46578536472573,2,2.6789562690917657,1,1,76.20598408792439
1,0.8815215813664445,2,1,0,0,3.3790840371707342,1,3.4328212588721065,0,0,32.39076663846227
0,1.9453503316848408,2,0,1,2,15.027485307160212,2,1.9882069085075416,1,1,61.88545148560465
2,8.205521392557188,1,1,1,0,1.6728618116653404,2,5.070797990727135,1,1,100.0
0,6.766446348198475,2,1,1,1,11.305848190357949,2,8.433108942612412,0,0,0.0
2,6.360473423391266,1,0,0,0,11.037902789982915,2,5.280521374355123,0,1,94.63583254100183
2,4.017931351094245,2,0,0,1,7.767700892934812,0,1.2344000969309754,1,1,81.87976751583399
0,5.7782797151143575,2,0,1,1,16.891422953371343,1,2.5177593222717,0,0,59.262865611292426
2,3.078741252743674,0,0,0,1,0.08741289572024469,2,5.628618672813389,1,0,56.41330022800878
1,4.772000794179613,1,0,0,2,10.403588037970415,0,5.8318745557056015,1,0,52.00738970602908
2,7.930630283706559,0,1,1,2,4.343070996703748,2,5.769059035448699,0,0,21.72576052410845
1,9.812415974554622,1,0,0,0,14.869972382328658,2,0.7700349250621596,1,0,100.0
1,9.324889235898018,2,0,1,0,0.8613485261219433,2,7.536958926347542,1,1,97.88568044640911
2,9.338659428462488,2,0,0,0,16.631093763631554,2,9.094281989890066,0,0,85.85481316434495
0,4.022237348471124,1,0,0,1,16.76184453413903,2,5.105189477299,0,0,48.398947001306894
1,4.68789880506791,0,0,1,1,16.657320248070057,0,7.188292867718628,0,1,57.92867128774518
0,7.056353963689816,1,0,0,1,3.051370534653397,2,9.140154920365513,1,1,26.49601310135053
1,9.221919280512843,1,1,1,0,12.608130371220899,0,6.426227549480159,0,1,70.49023966698802
2,1.4199425935208465,2,0,0,0,0.2873471836677921,2,6.743257244310511,1,0,75.89006734815861
2,3.0424186382719576,0,1,0,0,16.959251825783998,1,7.214044133839545,0,0,32.063564394529365
1,1.3924684459410952,1,1,0,0,14.45950387017241,0,2.605024514540651,1,0,82.23319468976486
2,6.120085299594553,0,0,1,2,10.623074617985054,2,5.826778747168274,1,1,100.0
1,3.0630099688753756,0,0,0,2,14.611828661932343,0,8.421751145444563,0,0,57.97463880495754
2,3.2610785251257344,1,1,0,2,1.8864819330354443,2,2.961627302607507,1,1,94.69138893477731
0,0.7091595948797924,0,1,1,0,10.573116643537126,2,8.971704995968603,1,1,67.9595117378303
2,3.4979606180759193,2,1,1,2,5.825529836328909,0,6.20381949765632,0,1,35.124630465818214
0,8.624965074015854,2,0,0,2,19.45238926445946,2,4.231748514330562,1,1,66.08120332022654
2,2.3307281189083495,2,1,1,0,17.142359012478035,2,6.23182961400293,1,1,100.0
0,6.951874662100657,2,0,1,2,14.665513916679538,2,4.018599056890764,1,1,71.58163350646075
2,6.2962834493859265,0,0,1,0,18.674952704994638,2,8.380356018481747,1,0,62.8631848009017
0,8.634846083691153,2,1,1,0,6.936866091309475,2,4.8231858006759705,1,1,97.98071285442158
1,1.3228794765103824,1,0,0,0,18.017597979763625,2,9.012133597543366,1,0,72.18905677947176
1,9.775899603450432,2,0,1,1,6.504764642134207,0,5.098080808478265,0,1,100.0
0,5.826286460403656,1,1,0,0,14.65593439382306,1,6.603683896373872,0,1,38.86730418516866
2,9.954741523468144,1,1,0,2,14.728338235528982,2,9.977444210068505,0,1,51.38387290202207
0,9.115147258658508,2,0,0,2,0.36699752908186944,0,1.4696584100854115,1,1,100.0
2,2.215172721131058,2,1,1,0,7.221193965563904,1,7.3672914873340565,0,1,48.74520397898421
1,0.561620099033131,0,0,1,1,0.3886534481699577,0,1.3887222791593357,0,1,41.15305683839648
2,2.5563909379536156,1,1,0,1,19.94184035220497,1,8.388663657643962,1,1,76.18182218763096
1,5.2756364899941985,2,1,0,1,2.44393523658476,1,5.964533811620116,0,0,33.57481067291359
2,1.7159636706519,0,1,1,2,10.856217912962187,1,9.381595606064593,0,1,36.076816643163575
2,1.674597445179885,2,1,1,1,15.811124775252745,0,8.659566019448683,1,0,47.87858377372651
2,4.625935471051531,2,0,0,1,4.025272045217849,1,0.7487203746882343,0,1,100.0
0,0.33267971169358423,2,1,1,0,9.701053361909453,2,1.3730254167886091,0,1,28.684239785807414
0,1.2188808253227046,1,0,1,1,12.148575218423016,2,6.0117092860682515,0,0,16.0777602577732
1,4.158613394079476,2,0,0,1,3.2040950879109076,1,5.183146399420748,0,0,66.70502280276236
1,0.6312990920796646,0,1,1,1,15.57110919823077,1,1.6856513061344458,0,1,31.059053263144047
0,3.9675505645552933,2,1,1,0,5.986729143787306,2,1.293592282716498,0,0,18.867562556303422
1,4.740062659484451,2,1,0,0,4.220461526776806,0,5.639907834416132,1,1,91.75056585356216
0,4.512666140731144,0,1,1,1,11.165774928748338,0,0.4892154797499948,1,0,100.0
2,8.691748574030873,0,1,0,2,8.206272552858758,2,8.73735302953439,0,0,46.310011467083015
1,5.300624550517324,1,0,1,2,18.405718892728355,0,8.070829198026205,0,0,33.2648775292203
1,4.6798046247804335,1,1,0,0,17.601253963963078,0,7.853699717110894,0,0,31.46690267848657
0,4.107092453916662,1,0,1,1,9.667013267777664,1,0.15997147040741067,1,0,94.3067409028262
1,8.17623378304486,1,0,0,2,7.185275494511951,0,0.47640943412737946,0,1,100.0
1,8.950566039998332,0,0,1,1,6.510359632625304,2,5.498391211507286,1,0,46.97150398995296
2,8.532424691971176,2,0,1,0,5.351272461630147,0,9.944256888941776,1,0,48.10651136185601
1,6.735465781313908,2,1,1,2,10.890957074249545,1,3.4231620097135176,0,0,22.520128722528177
2,1.3736174596867423,2,1,0,0,16.09957209469087,2,3.4437481640534395,1,1,94.44692683257671
0,2.7686996949201226,1,0,1,1,6.215132164071155,2,1.3427796686198334,0,1,69.63810121770268
1,0.46063063681977434,0,0,0,0,3.80188179376163,2,6.743358037395014,1,0,69.59598456249083
2,9.308240749901142,0,1,1,0,9.509676123665736,1,6.4667668899400566,0,1,61.37071779934947
0,6.607985296909104,0,0,1,0,1.3806883359533306,2,1.0132241637915906,0,1,100.0
1,7.463628843132415,2,1,1,0,14.025580122594137,1,4.674122870683512,1,1,100.0
0,3.1157173958222897,1,0,1,2,10.367165326038672,1,6.670749088219743,0,0,29.513894090885156
1,8.456535222773423,0,1,1,1,9.927496159457084,0,4.935161363219271,1,0,53.05968813883729
0,2.596032837084785,1,0,1,2,6.008907591000449,2,6.743635818647555,0,1,52.92887101806691
0,0.01643757112449684,0,0,0,1,18.093468750634734,0,8.162703974314898,1,1,47.162423149384836
2,3.7641496252069393,1,0,0,1,1.809725836991054,0,6.858154331217676,0,0,53.01548521341916
0,5.707614809590734,0,1,1,1,17.396480177740628,1,6.161142358305238,0,0,0.0
1,4.787048579655226,1,1,1,1,7.5341040483184525,0,8.535902569444932,0,1,47.57976885340949
1,8.62076142576597,0,1,1,1,17.612470319500446,0,9.005885678697881,1,0,47.79688140555493
2,1.0540528595616694,0,0,1,2,14.575229166647672,0,3.888864371758042,1,1,69.02329356361341
1,5.5382344063372555,1,0,1,1,2.083414533240766,2,1.7324988772388594,0,0,64.32892745039828
1,5.129793498209074,1,0,0,0,16.630725730187073,0,8.178604040080506,0,0,66.94398793383492
1,2.81392982172163,2,0,1,2,13.643536673990102,1,2.1375310729948316,0,0,43.862006707898814
0,8.222281125770106,1,0,1,2,0.646038258306969,2,9.289506697490857,1,0,11.4905184535224
0,7.528486558822063,0,0,0,1,2.674053642193399,1,0.2287794522190345,0,1,100.0
1,7.3285918733183095,0,1,0,0,12.712561116713903,2,9.212711826193035,0,0,57.82488011739273
2,8.76192478269556,1,1,0,0,13.252010057605698,2,5.891829926120628,0,0,59.936874186619654
0,7.227846006215212,2,1,1,1,14.933028656751901,2,7.747421165128814,1,0,40.44218094798861
2,2.3184129171472643,1,0,1,1,14.404908015499638,1,3.984925870644045,0,0,36.88053266611201
1,7.055627116496911,0,1,1,0,13.1903990933991,0,9.9171629190888,0,0,11.58377806913163
1,3.0770281338984384,0,0,1,2,15.32477803492845,2,2.2755142756629043,1,1,100.0
0,2.421746503474705,2,0,1,2,11.501714117847456,1,2.6434366263817477,0,1,78.74464095126429
1,0.7300359289962732,1,1,0,1,5.215827710489098,2,0.5143244403747294,1,0,84.86712418608175
0,7.440285803476767,0,0,1,2,18.247532274614365,0,9.404733630614382,1,1,93.49887699514346
1,7.110009619498112,0,0,1,2,0.36428061863955863,2,4.560293035986761,1,0,54.988710164522466
1,2.344994776740937,0,0,1,0,7.331234397429805,1,6.748524147193492,1,1,67.20419789965632
0,7.49379016724156,1,0,0,2,14.577405861943266,2,6.874407274628407,1,0,47.77183131483993
0,9.178408830935531,1,0,1,0,8.543120822993487,1,8.745020922826775,0,0,42.49530304205353
0,1.0802895749157926,2,1,1,1,0.4966881496002862,0,6.649252506464093,0,1,51.59021889078104
1,2.3263663838677493,0,1,1,1,1.3196180623242637,0,5.620211823041872,0,0,0.0
1,7.502607940873155,0,0,1,0,12.972747382765773,2,7.1031852419104355,0,0,58.89894916856002
2,2.7450667350707825,2,0,0,0,19.297291988105993,0,7.509707990031265,0,0,65.50585234550194
0,6.246639742837168,0,1,0,1,11.037272716689978,1,1.8592794624848197,0,0,50.986431784985996
1,0.8116422446371452,2,1,0,0,10.135156360475381,2,1.09667038976753,0,0,46.56337793700931
1,4.5220247910353875,2,1,1,1,6.366504261125345,1,0.7484885048556311,0,1,80.49697157073471
0,7.390914219929531,0,0,0,1,5.133813477321263,2,3.7405349452253667,1,1,41.96940399814489
2,6.865139430432525,1,1,0,1,0.4196996351256943,1,4.980002398377453,0,1,28.673033786106718
0,8.150721006758069,1,1,1,1,5.459097352809423,2,6.156498982898608,0,1,41.5110011149345
2,8.77452126603169,1,0,1,1,8.982208817305048,1,9.5803451968961,1,0,33.18196912259742
1,7.731835012587583,1,0,0,1,3.9589956609790034,1,3.3078782020700626,0,0,75.66008226385756
2,6.71587742938926,0,1,0,2,1.7469597696285843,2,7.608740520772744,1,1,89.35104024879038
1,0.3172249181603115,2,0,0,2,14.35455734509205,1,5.3135761959488494,0,0,56.182592815030645
0,5.34966673409444,2,1,0,1,17.892405381361343,0,2.2008993208691683,0,1,64.58970590141722
0,0.3769772491485279,0,1,1,2,18.735441393741713,1,6.1530542912875905,1,0,48.730082987054836
0,8.080678171160226,1,0,1,0,12.359974569939787,2,9.671761782897036,0,0,22.517237742969776
2,3.2072452445995756,2,0,0,0,1.055491651985636,0,1.243082992512724,1,1,77.44176856985855
1,5.624293741179209,0,1,0,1,14.817252599235468,0,5.072797645492289,1,1,71.89552857074186
0,2.7944530731890262,0,0,0,2,2.2019061052377276,1,0.5160835415052822,1,1,80.74991600683205
0,7.825001443802936,1,0,1,0,13.39496235375648,1,3.2121629889636227,0,1,100.0
1,8.865025266419025,0,0,1,0,15.587316714957515,1,6.206026775939913,1,1,92.45153709868707
0,3.9864249421306397,2,0,1,0,14.517294216529455,0,8.410569360307546,1,1,84.16850999819096
1,8.62922393510989,2,0,0,0,19.037676115222613,0,7.30328421726071,0,1,70.50169063608278
1,2.670750074563324,0,0,1,2,14.762925689347794,0,4.628567782154739,1,0,33.80684801859668
1,5.346609230755238,2,0,0,0,13.864195559636169,2,9.092227571041466,1,1,81.2782546087373
1,8.58761429838704,0,1,0,0,5.234863443662048,2,3.0271466502377065,0,1,90.01458719886617
1,3.2588134261579036,2,0,1,0,18.495373728718036,1,7.539834102251664,0,1,78.24868360773375
2,9.540422650780858,1,1,0,1,3.590877415883338,2,4.740090217476625,0,0,61.31019827273765
0,1.2187950178138363,2,0,1,0,18.09793222946253,2,8.986357546727756,1,0,8.538580109878103
2,0.18275069723506232,1,1,1,0,6.253250866918208,1,7.974328216537602,1,0,50.6157794029067
0,9.041353525781906,1,0,0,2,2.6032718775533747,1,9.014696613070951,0,1,58.75656287396848
2,0.6864866614787224,0,1,0,0,16.533660545423416,0,2.142478489420734,1,0,78.6664252322086
1,9.918891959474918,1,0,1,0,0.0499090720165829,0,6.6815043211620795,1,1,85.71629527475415
0,9.513968619791061,2,1,1,0,16.641766353616614,1,7.3846340808164,0,1,63.32491183717329
0,1.3702091003632066,2,0,1,1,5.246236840919519,1,7.424142652825937,0,0,30.658237003514028
2,5.375846256925659,1,0,1,2,17.694425455112427,2,5.040004504673376,0,1,100.0
2,1.8492029746714433,0,1,1,2,13.829583644831583,2,0.1125052234795254,1,0,81.9162033738255
0,4.2815517303011985,1,1,1,1,13.3236666570118,2,2.614307838690749,0,0,4.260923657878269
2,0.6142512925983268,2,0,1,1,7.3063912632968675,1,3.233008750043811,1,0,19.348156549904207
2,2.239245877965895,2,1,0,2,1.1880594778154197,1,8.520366172817615,0,0,26.24793123118119
2,3.6327279639889953,1,1,1,0,16.601461964111547,0,8.408858171042203,1,1,100.0
1,4.386475002460548,1,0,0,2,3.4180759035305597,2,1.0468010403778327,0,0,97.64906104408539
1,9.774962582088932,1,1,0,1,7.445172837895044,0,9.498358817712575,1,0,89.52198270211032
2,8.078656456839813,2,0,1,0,12.007093710181636,1,1.8245748665149097,1,1,100.0
2,7.374099443119462,2,1,1,2,9.645074771212434,2,4.143594513009211,1,1,100.0
1,5.370413147419742,2,0,1,0,3.973212703426361,0,2.151569661107554,1,0,65.89192134058939
1,8.399977606043434,0,1,1,0,2.812327137645678,1,8.603324688293574,1,0,54.11365860667928
0,3.3932283565571106,2,0,1,1,2.4649254450058122,0,7.494020318593119,1,0,42.417922125998984
0,7.088991127733161,2,0,0,2,17.26015762998402,2,3.5352880688780397,1,0,55.66929864866795
1,9.93783975378172,0,1,0,1,0.6311909812266725,0,6.818786260260554,0,1,19.825708347043435
2,3.146289089351988,0,1,1,2,19.540285191997885,0,1.8436688417154234,1,0,65.03151803273664
2,6.740175348839673,0,0,1,2,3.970573807708282,1,3.8229709237600162,1,1,83.6330094783685
2,8.443148641523825,0,0,1,0,2.2064459375815626,2,3.771075883381082,1,1,100.0
2,9.158075833506722,0,1,1,0,11.539433095535902,0,2.3793668172139784,1,1,100.0
0,7.179326909401018,0,1,0,0,1.5997191588139326,1,8.763120495828826,1,0,79.75089717020006
1,2.8360792341713625,1,1,0,1,12.049065263271899,2,6.788457354791262,0,0,42.674863768578845
2,3.2628215156894647,1,1,0,0,17.012532896272262,1,2.799393105637993,0,1,43.54690647867674
0,0.2075803212396421,1,1,1,1,0.9579604293484967,2,2.4212076062903733,0,0,0.0
2,7.6088597767150965,1,1,1,0,15.997372090570883,1,0.17953470999239052,1,1,100.0
1,0.42739606061951374,2,0,1,1,7.889548819642373,1,3.4658225379235463,1,1,67.32444179723608
0,8.646523546027456,0,1,0,2,3.1898126766241996,1,5.2677128331531815,1,0,86.6963927561417
1,1.186606144745388,2,1,0,1,3.521929605349181,0,2.7771094190837644,0,0,31.406372345837433
1,1.7187651213592425,0,1,0,1,18.375290873884524,0,7.0045827642977,0,1,15.048160249859983
0,4.765264708322373,0,1,1,1,2.2121150388132893,1,4.117495290112663,0,1,21.76302369104843
0,7.378804151687424,2,0,0,2,17.33565574231314,2,3.1631783701066785,1,1,68.53370936988377
0,1.3900220519907769,1,0,1,1,10.884892419672292,1,9.390576587903311,1,0,31.764264439108985
0,4.4007107506649845,2,0,0,2,0.7811235763287816,0,2.6280087728813903,1,0,77.53049131182789
0,4.828512744101047,2,0,1,0,9.289522914346765,2,3.9825762009665633,1,0,32.27895526085369
0,2.122856416685913,0,1,1,0,16.348990289526014,0,3.8229078852077194,0,1,63.28299649235116
0,1.1555837668063174,0,0,1,2,14.524055752782008,1,2.411983456712483,0,0,27.025444241738246
2,8.364209229856396,0,1,1,1,9.775648353694358,0,2.174767398104167,0,1,71.51008426484535
1,5.024656497627655,1,1,0,0,17.200997593924342,0,3.023800188134036,0,1,50.90628163495512
0,0.14381235984152974,2,0,0,1,2.407295235604594,0,8.64236169931181,0,0,63.15058311366019
2,8.029813013091038,2,0,0,1,18.198821067847376,1,7.670828872292905,1,1,63.579245664155124
2,9.807938054145849,1,1,1,2,16.928824169666974,0,6.809995141600522,0,1,65.90140776670887
2,6.059261954142473,2,0,0,0,14.16553651314472,1,4.571029926424934,1,1,66.6060125538927
1,5.037083870840707,2,0,1,2,16.357754842574984,1,5.077539846326035,1,0,48.19478976382002
0,8.784158630449618,0,1,0,2,10.87631013685332,0,2.671388454934603,0,1,80.60330799404655
2,9.525167896845986,1,1,0,2,13.503248581953338,2,0.7431591383591762,0,1,100.0
1,7.545369159024605,0,1,1,2,11.211961414155578,0,3.310405567204823,1,0,84.332048764515
1,4.454529297342878,1,1,1,1,7.108570610158987,0,4.955837559923662,1,1,94.71953665101492
1,5.922213993314404,0,1,1,0,11.37721594722355,0,0.5731304651933244,1,0,100.0
2,7.0093536501799925,2,0,0,0,5.149306650638515,2,0.8823330205710644,1,0,100.0
0,1.9427357100180143,1,1,1,0,8.805583416815706,2,2.6302523288456725,0,1,31.883708096279697
2,4.4720103221643805,1,1,0,1,5.615508145204863,1,3.670803735927616,1,1,84.95019505779506
2,8.29821264717285,0,1,0,1,2.45775578922778,2,3.933168111187052,0,0,41.162143483015164
0,6.54725348498443,1,0,0,2,6.437237127798124,2,1.1788606628800513,0,1,90.7316791612403
0,4.112040672118541,2,1,1,2,17.039744363695412,0,2.258213545347888,0,1,66.60735658540183
0,6.633625340146814,2,1,0,2,7.621615412846115,1,2.616472520636087,0,1,58.04287572313529
1,1.1822241207245987,2,0,1,2,14.960072979377381,1,0.676348762012462,1,1,76.03412147929441
0,4.014976105648763,0,1,1,0,3.503957084763225,2,3.260997005896973,1,0,43.8452426879016
2,7.931285379630564,1,1,0,2,8.488383183352832,2,0.7222157275550722,0,0,100.0
0,2.20508787136648,0,1,0,1,2.297121386703531,0,7.034578431096701,1,1,59.00167370253862
2,1.859615075574177,2,0,0,1,2.772421267349794,2,3.8604776655731046,0,0,77.25327866529287
1,9.508186599164315,1,0,0,1,12.348727597801384,2,3.267523893783747,0,0,100.0
2,2.098976295862307,2,1,1,2,12.149636348980222,1,1.265221715036069,1,0,58.85003697497578
2,2.6091857965016807,1,1,1,0,4.267438147097245,2,2.265036554448958,1,1,100.0
0,9.69615938904338,1,1,1,0,9.488463885775973,0,2.327052089391236,1,0,100.0
0,7.347085702650257,0,0,1,2,17.26612333955896,1,9.85204214873303,1,0,29.605678259093363
2,6.995965330235282,1,0,1,2,3.4840301735296575,1,8.353493795084933,0,0,33.08732581549078
0,8.529263838545813,2,0,1,1,0.3842106614702967,2,0.15262291633431624,0,0,100.0
1,1.1582308223679427,1,0,1,1,13.039902813271446,0,6.168365907684797,0,0,33.23422564874794
1,7.059562365800072,2,0,1,0,1.0699641617737,1,2.5591009642192377,1,1,100.0
0,5.036886093282389,0,0,1,1,19.59880477144892,0,1.0437692881958427,1,1,100.0
1,8.2915064028414,2,1,0,1,12.19240567597762,0,7.055997631197547,0,0,38.80550467005841
0,5.081417186651943,1,0,0,2,9.407927056879446,2,1.3160554946834924,1,1,81.494234614747
2,6.202413542689121,2,1,1,0,8.599850800486134,0,4.437407795297357,0,0,33.66322539264277
2,4.777421263995359,2,0,1,2,11.461413170338627,1,6.321651648399243,0,1,76.35437197357427
1,4.781589235558441,1,1,0,0,1.8124887344042984,2,5.544947561549886,0,1,49.82301067146973
0,7.679699780618315,2,0,0,2,18.600381176389917,1,9.77629098302743,1,1,60.719207184408006
0,6.285664006472832,1,1,0,0,12.512841371037556,0,7.857426131225226,1,1,96.25455115704925
1,6.332632016094104,0,1,1,1,3.6795699522181757,0,7.741933761274897,0,1,22.556718503177038
2,4.502824838315258,2,1,0,0,11.251621075293256,2,3.5559539408103125,1,1,100.0
1,5.311094963375275,0,0,0,0,2.6651301166602326,2,0.08395492084141698,1,1,100.0
2,7.457176662047873,2,0,0,2,0.3510543511662423,1,7.3441092967068835,1,0,75.62393183247082
0,8.259409191119182,2,0,0,0,12.61033970427996,1,9.997320842956723,0,0,74.71012736082935
2,6.965614021440461,0,1,0,0,12.969666837402556,0,4.0587910774361555,1,0,100.0
1,9.240729888456832,2,1,1,0,11.67393165606831,2,9.855184989571175,1,0,80.55639403389534
0,8.20324088147201,2,1,0,2,3.6696640872004616,0,1.4170810953434643,1,0,100.0
1,5.6186378980951845,0,0,1,0,12.068597169895341,0,2.965123516367174,0,1,83.75347761580518
1,6.714060726437369,2,0,0,2,1.130218818490396,1,1.7072693174247067,0,1,100.0
2,9.26308276921196,1,1,0,1,12.184767111438447,1,4.751759729268158,0,1,53.010171256083765
1,6.191680442430584,2,0,0,2,11.080340382152375,1,7.969814015072204,1,0,54.374515984499126
2,8.248069479798307,2,0,0,0,13.10509661678199,2,3.406616915379539,0,1,100.0
0,6.888105035899871,2,0,0,1,17.909512115047875,1,9.062289371518714,1,1,66.64538875785915
2,5.519363610604665,0,0,1,0,17.00716210479073,2,5.448304133297851,0,0,52.85014300860615
0,2.4183819541535314,1,1,1,2,19.613083831250776,0,4.654244137418773,1,0,57.62036128426835
2,4.259975194684281,1,0,1,1,19.5248206587315,2,7.870358421952764,0,1,99.92691320711234
1,9.677428248337156,2,0,1,1,15.446393867475052,1,1.0144349704178457,0,1,100.0
2,6.577653832726,0,1,1,1,19.12839244355456,2,7.737524712106747,1,1,100.0
2,5.643953803389897,0,1,1,0,17.34567771778224,2,2.429520001728267,0,1,93.5479672630174
0,9.329566255282273,1,0,1,1,14.551648997899457,1,2.8081254718323754,1,0,75.96789237109682
1,5.865117810374487,0,0,0,1,1.507685092875104,1,5.994537733200799,1,0,46.856772686371436
2,5.2608251841740294,2,0,1,1,0.9809977653977553,0,9.019344250462051,1,0,24.93689452952776
1,7.593108551502052,2,0,0,1,16.751991350115404,2,5.784069497708648,1,1,86.23246722754753
2,7.126656189865445,0,1,0,2,9.793117157433965,0,6.48949348794487,1,1,73.6280829017802
2,1.9316000840843273,2,1,1,0,16.292133687498417,0,7.765945896052742,1,0,45.67658621979816
1,4.713082745741212,1,1,0,0,6.2583654131043875,2,2.5932475899248675,0,1,63.5029249792982
2,4.725154428195852,2,0,0,1,7.952997166460256,0,8.272336728041426,0,1,56.86501661566653
1,3.7822451524334477,0,0,1,2,14.003734420238638,2,4.179601490671497,0,0,54.811438131619795
2,5.1729348215225315,1,1,0,1,18.306534738641865,0,1.756556934911625,0,0,57.428602895486684
0,4.131073977271442,2,0,1,0,1.7552294895777187,0,3.5011807946112494,0,1,99.0242244733263
1,1.9934548947118313,1,1,0,0,17.229562892692126,2,2.4613111171822535,0,0,52.39204413805372
2,4.123664872746811,0,1,1,0,15.860254497587306,1,2.287136051356459,1,1,100.0
2,0.722769475731766,2,1,0,1,6.310785414597094,2,2.8256319871916613,1,1,83.98333909961754
0,5.757858627744116,2,1,1,1,7.104332282631192,1,1.809308147420895,1,1,100.0
1,8.53654548941112,1,1,0,2,0.9292295444381926,2,6.677017570826429,0,1,47.0548332318167
2,7.252870843545552,2,1,1,2,0.3148122223343597,2,5.799917570351171,1,1,100.0
0,3.6039404005411124,2,1,0,0,9.540122527154582,1,6.484418929834285,1,1,79.220878072077
2,0.8707120557730819,2,0,0,0,1.9107929099462106,1,3.4372472382816044,1,0,64.33235647551767
1,2.0214939922527075,2,1,1,2,3.8800362883042605,2,7.697334025740443,1,0,68.27254048261547
2,5.454903404948357,0,1,0,0,16.935343990533273,2,1.2960874095416475,0,1,83.21618785131511
2,2.0705708338303284,2,0,1,2,11.42056782500905,2,5.7113670946136015,1,1,85.12850991128266
2,5.439731112849675,1,1,0,1,12.672648745322268,1,2.7545297224647394,1,1,100.0
2,2.3159902476389895,0,0,0,0,3.7495866166384006,2,5.276099006976114,1,0,68.1832348142002
0,8.489238694760727,1,1,1,0,16.57323608908839,1,3.2363717524023916,0,1,82.05630391415447
0,3.972714728404597,1,0,0,2,17.359595448794952,0,7.905117650912953,0,0,65.87764058788093
1,2.4555062594449106,1,0,1,1,10.466551874260867,1,8.912718388380945,1,0,28.388693504004262
0,8.123261802470616,0,0,0,0,18.251155437573196,0,7.425812233716313,1,1,91.8384785558422
0,3.428389648054507,0,1,0,0,16.896572499091633,2,1.7558371284924679,0,0,30.447402962225578
1,1.1148768783878193,0,0,0,2,14.626483533488761,2,2.748668983883623,0,0,70.59348013576249
0,5.704094914036416,2,1,0,1,14.681518313872573,1,9.193580655184158,1,0,81.22974863120785
0,5.815642044379887,1,1,1,2,2.107869479017266,0,4.372201276582013,0,1,69.37778569824366
1,7.146956752357342,0,1,1,1,5.4167207539133155,2,9.411804093492668,0,0,8.927603071105867
1,2.4021943320838557,1,1,0,1,1.336944396353521,2,3.9245168886226676,0,1,30.60567739848899
1,4.43771339092245,0,1,0,2,0.17362418452617323,0,9.517746605906638,1,0,65.16177050531458
2,2.8236791904265623,0,1,1,2,3.1661906276782026,2,9.25738987733331,0,0,9.409428572041179
2,0.8095373611568812,0,1,0,1,17.6097436529388,2,6.605268899866163,0,0,14.986479937586966
1,8.766138270158915,1,0,1,2,4.7974811807210305,1,0.0882704846150284,1,0,100.0
1,7.288698044883412,2,1,0,0,19.403079251834434,2,4.003346819759369,1,0,100.0
1,3.0146305945880068,0,1,0,0,11.945819991224123,0,9.112351296955959,1,1,71.66842648227325
2,5.993729928719863,0,0,1,0,4.7451697526938075,2,8.851102891081148,0,1,82.26828641610199
2,2.012637881344724,0,1,0,0,9.942616069684256,1,1.8738780009611367,0,0,39.14409437801147
0,8.90236621795771,2,0,1,0,4.381896454002307,2,3.991824959691026,1,0,52.643618950383335
0,1.149063433619103,1,0,1,2,19.679471163647477,0,8.355099278794716,1,0,42.023197010461544
1,0.03837145507800899,1,1,1,1,16.94529967809928,2,5.778778532500544,1,0,58.64475939783969
2,5.020081977391822,1,1,1,2,0.5247757756465821,0,8.472992334462006,1,1,90.45966022956812
2,5.831278234528693,1,0,1,0,18.955520629349422,1,8.26567384448563,1,1,80.80294198894596
2,5.789653202958044,0,1,1,0,14.421302146057746,2,9.074820069524831,0,0,19.16075543175385
1,0.5451192743782629,2,0,0,2,1.6476250404255666,2,1.172205881945817,0,1,70.12447692498748
0,3.1404380691843246,0,0,1,2,13.412754926528912,1,1.4521514145351566,1,0,43.084067011755224
1,4.991989468413318,2,1,1,1,12.938533959313709,0,0.8280902896905251,0,0,53.57129660530168
0,2.165791856272409,1,0,0,0,4.375774916151669,0,9.352688410954316,1,1,63.21341868319706
0,8.726258854858964,2,1,1,2,15.168934000151513,2,4.7516238437789315,0,1,40.943785741225504
1,0.8710928946143404,0,1,0,1,1.7412940662593424,0,0.6432528348244815,0,0,6.330043117466261
0,4.873844416720429,0,0,1,0,9.788903624624956,0,3.2152990251404123,1,0,63.80479504709811
0,6.91416057513152,1,0,1,0,0.19846414326175843,2,3.514126411299668,1,0,34.993254899514255
2,2.617511001344824,0,1,1,0,19.374749777894927,0,8.095598234767573,1,1,89.53021418401339
0,6.242407369975181,0,1,0,2,15.031272635538187,0,7.35476892170923,1,0,97.94077699316405
1,8.293851501423745,2,1,0,0,3.1770415231931204,2,6.89387049562569,0,1,54.429550166967715
1,1.9033697509504754,0,0,1,0,6.83348079902566,2,0.21863552591378732,0,0,80.12366342451342
